name;count
Bald Eagle Drive;102
East Magnolia Street;102
Lincoln Circle;102
Creekwood Court;102
Clayton Court;102
Hughes Drive;102
Lakeview Boulevard;102
Valley View Avenue;102
Baldwin Court;102
Basswood Court;102
Springdale Avenue;102
Jefferson Lane;102
Freedom Road;102
Eden Street;102
West 700 South;102
Higgins Road;102
14th Street Southwest;102
North School Street;102
13th Street Southeast;102
Goldfinch Lane;102
Cabin Lane;102
Webb Lane;102
14th Avenue Northwest;102
North Williams Street;102
Swan Court;102
18th Avenue South;102
Cougar Drive;102
Sandy Creek Road;102
Gentry Road;102
Long Lake Road;102
Pine Grove Drive;102
Blueberry Hill Road;102
52nd Avenue;102
Fairway Street;102
Willard Road;102
Sesame Street;102
Falcon Avenue;102
Fox Chase Drive;102
114th Street;102
North Charles Street;102
Gettysburg Drive;102
Plum Drive;102
109th Street;102
East Brown Street;102
Albert Road;102
Elmwood Lane;102
Barcelona Drive;102
Calhoun Avenue;102
South Cleveland Street;102
West Shore Road;102
Whittier Avenue;102
East Lake Street;102
Northridge Road;102
Lowe Street;102
Saint James Court;102
West 65th Street;102
Brookwood Court;102
Betty Street;102
18th Street Northwest;102
Persimmon Street;102
Alexandria Drive;102
Wingate Drive;102
Gleneagles Drive;102
Duke Road;102
Trinity Court;102
Castle Street;102
Mariposa Drive;102
South Boulevard;102
Cimarron Drive;101
Brunswick Drive;101
Caldwell Drive;101
Sunset Way;101
Nolan Road;101
Grant Lane;101
Logging Road;101
Saint Clair Street;101
West F Street;101
Maple Way;101
Knapp Road;101
Grouse Lane;101
Lone Pine Road;101
Lakeshore Road;101
Crest Court;101
Northwest 20th Avenue;101
West Laurel Street;101
Lilly Lane;101
Alma Avenue;101
Candlewood Court;101
Skyland Drive;101
Foxwood Lane;101
Chester Road;101
Hampshire Road;101
Amherst Court;101
Rutledge Road;101
Avenue P;101
Timberline Court;101
South Lake Road;101
Highview Road;101
Riverside Court;101
South Elizabeth Street;101
Darby Lane;101
Underwood Street;101
Wiley Road;101
Wagon Wheel Lane;101
16th Street Southeast;101
Merlin Drive;101
Northwest 38th Street;101
Wisteria Street;101
Northeast 10th Avenue;101
9th Street West;101
16th Street Southwest;101
Washington Circle;101
Wells Lane;101
Forrest Road;101
Debra Lane;101
Grand View Drive;101
Barton Drive;101
West 16th Avenue;101
Water Plant Road;101
Mann Street;101
Kirby Lane;101
Pondview Drive;101
Power Street;101
Overlook Avenue;101
Watts Street;101
Farmer Road;101
Mockingbird Court;101
Fernwood Lane;101
Tate Road;101
Tamarack Trail;101
Pinebrook Drive;101
Bentley Road;101
East Highland Avenue;101
Starlight Lane;101
Mountain Laurel Drive;101
Southwest 42nd Street;101
148th Street;101
Peterson Street;101
Milton Road;101
B Road;101
North F Street;101
Hodge Road;101
Delta Avenue;101
North Van Buren Street;101
Hibiscus Street;101
West Prospect Street;101
Pinto Lane;101
Capitol Street;101
Lakefront Drive;101
Norfolk Drive;101
Tranquility Lane;101
Parkridge Drive;101
Turnpike Road;101
Windsor Circle;101
Waco Street;101
Sheldon Road;101
Cheshire Drive;101
Lighthouse Road;101
Highland Boulevard;101
South Clinton Street;101
Rose Hill Drive;101
Delaware Road;101
Almond Drive;101
River Park Drive;101
390th Avenue;101
235th Avenue;101
Sharp Street;100
Morrow Street;100
Rankin Road;100
North Birch Street;100
Northeast 6th Avenue;100
Autumn Street;100
Arnold Lane;100
Adams Circle;100
Dunlap Road;100
Hull Road;100
Summit Ridge Drive;100
Pennington Road;100
Violet Avenue;100
Northwest 29th Street;100
Eaton Avenue;100
Evergreen Place;100
Bartlett Avenue;100
Massey Road;100
Ashley Avenue;100
Ferndale Avenue;100
Sylvan Court;100
Exeter Street;100
Stonewood Court;100
Hazelwood Avenue;100
Lilac Avenue;100
Ethel Avenue;100
Northeast 15th Avenue;100
Gloria Drive;100
Zion Road;100
Ruby Avenue;100
Columbine Court;100
Peterson Lane;100
Tunnel Road;100
Maddox Road;100
Chippewa Street;100
Richmond Court;100
Harper Drive;100
Clifton Drive;100
Northwood Road;100
McDaniel Road;100
Sapphire Lane;100
89th Street;100
Parkside Lane;100
Norwood Court;100
Lancaster Avenue;100
8th Street South;100
Putnam Avenue;100
Cedarwood Lane;100
Winter Lane;100
Blue Spruce Lane;100
Northwest 70th Street;100
Aberdeen Street;100
Gertrude Street;100
Richardson Lane;100
Piper Lane;100
Regal Court;100
Queens Road;100
Powers Street;100
Simmons Lane;100
Dawson Avenue;100
Meadow Wood Drive;100
East Broad Street;100
Pine Hollow Road;100
East Virginia Avenue;100
Edwin Street;100
Valhalla Drive;100
West Cypress Street;100
Sunshine Court;100
East Clinton Street;100
Cook Drive;100
Lexington Lane;100
Ralph Street;100
68th Avenue;100
137th Street;100
202nd Street;100
Hiawatha Street;100
Westgate Road;100
Mesa Road;100
Starboard Drive;100
South Van Buren Street;100
Cotton Road;100
Pleasant Road;100
Lindenwood Drive;100
Barbara Avenue;100
Weeks Road;100
Oak Trail;100
Hickory Trail;100
Lark Avenue;100
Valley Circle;100
Jenkins Drive;100
470th Street;100
440th Street;100
Clyde Avenue;99
Monterey Road;99
Harbor Street;99
Eagle Ridge Road;99
Patriot Lane;99
Ponderosa Street;99
Buck Creek Road;99
O Avenue;99
Love Road;99
Melrose Lane;99
Meridian Road;99
Wilson Way;99
Cascade Street;99
Heather Street;99
Fenton Street;99
Devonshire Lane;99
Summerwood Drive;99
Julie Drive;99
Skinner Road;99
Tracy Street;99
Horizon Court;99
Deer Creek Lane;99
Donegal Drive;99
Marie Court;99
Brandywine Court;99
Byron Avenue;99
Limerick Lane;99
Courtland Avenue;99
Blue Sky Drive;99
Hardwood Drive;99
Lantana Drive;99
Saunders Road;99
Monarch Court;99
Camellia Court;99
John Avenue;99
West Sherman Street;99
Meadowlark Court;99
Robin Hood Lane;99
Dorchester Court;99
Monterey Court;99
Sandstone Lane;99
Augusta Lane;99
Buckhorn Drive;99
McKinney Road;99
Road C;99
Mission Avenue;99
Beth Drive;99
9th Street South;99
Essex Lane;99
Jade Drive;99
Millwood Drive;99
Prescott Avenue;99
Lorraine Street;99
V Street;99
Clement Street;99
Louisa Street;99
Seneca Court;99
Parkwood Lane;99
Elgin Street;99
Leonard Lane;99
Andrew Lane;99
Pleasant Court;99
Villa Avenue;99
Cromwell Drive;99
Arrow Lane;99
Farmington Road;99
West Holly Street;99
Willow;99
Floral Avenue;99
Buckingham Place;99
Oregon Trail;99
Simmons Drive;99
185th Avenue;99
Norton Drive;99
Fawn Trail;99
Pinehurst Lane;99
15th Street Southwest;99
East Johnson Street;99
El Paso Street;99
Hodges Road;99
Doe Drive;99
Stokes Road;99
Wimbledon Court;99
Quaker Lane;99
Patrick Avenue;99
Blackwell Road;99
West 60th Street;99
Fairfax Road;99
Dove Avenue;99
South Broadway;99
Jane Lane;99
Meadowview Road;99
Keith Lane;99
Spruce Circle;99
Blackberry Road;99
Livingston Drive;99
Canterbury Circle;99
Bassett Street;99
Brush Creek Road;99
Jackson Circle;99
370th Avenue;99
350th Avenue;99
County Road West;99
Normandy Lane;98
Snowberry Lane;98
Otter Lane;98
Willow Creek Lane;98
Lost Creek Road;98
Sierra Vista Drive;98
Southwest 8th Avenue;98
14th Street North;98
Bonita Avenue;98
Leland Street;98
Crestwood Circle;98
Riviera Court;98
Cranberry Drive;98
Lawson Street;98
Mack Road;98
Jones Circle;98
Weston Drive;98
Ascot Court;98
Hunters Court;98
Helena Street;98
Bryan Drive;98
Bel Air Drive;98
Quarry Drive;98
Lawson Drive;98
Peacock Drive;98
Cameron Lane;98
Windy Hill Drive;98
Aztec Drive;98
Fig Street;98
Deer Trail Road;98
Bruce Avenue;98
Kiowa Road;98
Coyote Drive;98
Southwest 29th Street;98
Stevenson Road;98
South Magnolia Street;98
Hartford Drive;98
Fire Lane;98
Coyote Court;98
Scenic Road;98
Lancelot Lane;98
Tracy Drive;98
Southeast 18th Street;98
London Road;98
Simpson Drive;98
Sunny Drive;98
Lamb Road;98
Henry Court;98
Keith Road;98
Webster Lane;98
East Williams Street;98
Pintail Lane;98
Moss Drive;98
Oakleaf Drive;98
Old School Road;98
Huron Drive;98
Janice Drive;98
Campbell Court;98
Walter Drive;98
Willowbrook Road;98
Clarendon Street;98
Melrose Court;98
Buffalo Avenue;98
East 84th Street;98
Hale Avenue;98
167th Street;98
161st Street;98
134th Street;98
95th Avenue;98
Woodcrest Road;98
Gill Road;98
Flamingo Road;98
East King Street;98
Radio Road;98
Wildcat Drive;98
Lambert Drive;98
Rolling Hills Lane;98
Clearview Lane;98
Sheffield Lane;98
Travis Drive;98
Maynard Street;98
Savannah Court;98
Granada Avenue;98
Fairview Circle;98
West Plum Street;98
Rabbit Run Road;98
Ebenezer Road;98
Mt Zion Road;98
Osceola Street;98
Reed Drive;98
175th Avenue;98
420th Street;98
13th Street North;97
Bridgeport Drive;97
Squirrel Lane;97
Creekside Circle;97
East F Street;97
Kingsley Drive;97
Eureka Street;97
Sweetwater Lane;97
Auburn Road;97
Northwest Drive;97
Western Street;97
Seaview Avenue;97
Harbor View Drive;97
Chandler Court;97
Nicholson Road;97
Mesa Court;97
Cromwell Court;97
Victory Avenue;97
Nancy Court;97
Dorothy Avenue;97
Hart Avenue;97
Wolf Street;97
Irving Place;97
Huckleberry Drive;97
Enterprise Road;97
Scottsdale Drive;97
Taft Road;97
Carrington Court;97
Windemere Drive;97
Carlisle Drive;97
Larson Lane;97
Covey Lane;97
Ranch Drive;97
Jay Lane;97
Eagles Nest Road;97
Allison Court;97
Duck Pond Road;97
Laurel Hill Drive;97
8th Street North;97
16th Street Northeast;97
Becker Road;97
Ray Drive;97
Eden Drive;97
Big Springs Road;97
Manchester Lane;97
Sierra Street;97
Nixon Street;97
Roberta Drive;97
Sloan Street;97
Leslie Avenue;97
Jacobs Lane;97
1st Place;97
Ware Road;97
North Beech Street;97
Ridgeway Court;97
Bellevue Street;97
Homewood Avenue;97
West Polk Street;97
Weston Road;97
North Sunset Drive;97
Hollis Street;97
Beacon Court;97
98th Street;97
South Lakeshore Drive;97
North 61st Street;97
Dunham Road;97
Crestmont Drive;97
Hart Lane;97
152nd Street;97
143rd Street;97
2nd;97
129th Street;97
Spinnaker Drive;97
Rockwell Road;97
174th Street;97
Seminary Street;97
Southampton Drive;97
Deer Path Lane;97
East Prospect Street;97
Rolling Meadows Drive;97
Y Street;97
Singleton Road;97
Dillon Drive;97
Winthrop Drive;97
Pelican Court;97
Stratford Place;97
Middleton Road;97
West 81st Street;97
Four Seasons Drive;97
Goldfinch Drive;97
Joseph Road;97
Rosewood Road;97
East 700 North;97
County Road AA;97
Carmel Court;96
McLean Street;96
Cougar Lane;96
Burton Lane;96
Foxglove Lane;96
Mason Court;96
Wild Turkey Lane;96
Big Rock Road;96
Hess Road;96
Academy Avenue;96
Holiday Road;96
Jessica Court;96
Sweetbriar Drive;96
Kyle Street;96
Northwest 26th Avenue;96
Northeast 20th Avenue;96
Northwest 35th Street;96
Raleigh Drive;96
Humboldt Street;96
Rosemary Street;96
Hawley Street;96
Downing Court;96
Breezewood Drive;96
Delmar Avenue;96
Elmhurst Avenue;96
Whitetail Court;96
Pin Oak Road;96
Prairie Court;96
Railway Avenue;96
Black Oak Court;96
Hobson Street;96
Hyde Road;96
Barnes Drive;96
Catalpa Court;96
Vale Street;96
Brookview Lane;96
Foxwood Court;96
Windmill Court;96
Secretariat Drive;96
Cactus Court;96
Congress Avenue;96
King Arthur Drive;96
Steven Drive;96
Sunflower Street;96
West Jefferson Avenue;96
Elk Court;96
Northwest 53rd Street;96
Southwest 41st Street;96
Burlington Drive;96
Freeman Lane;96
April Drive;96
Providence Street;96
Stone Court;96
Longview Street;96
7th Avenue East;96
Hudson Court;96
Homestead Street;96
Mayflower Lane;96
Blackstone Drive;96
Harold Avenue;96
Grove Place;96
Benton Drive;96
Thornton Avenue;96
Lois Street;96
Old Orchard Drive;96
East 93rd Street;96
East 62nd Street;96
Conway Street;96
133rd Street;96
Bolton Road;96
193rd Street;96
88th Avenue;96
Wood Court;96
Tudor Lane;96
Kenneth Avenue;96
Peachtree Road;96
Ottawa Street;96
North Western Avenue;96
Everett Drive;96
Ambassador Drive;96
Northwest 43rd Street;96
East Lee Street;96
Northwest 40th Street;96
West Davis Street;96
Plantation Lane;96
Charleston Court;96
Rich Road;96
North Plum Street;96
Sears Road;96
Deepwood Drive;96
Road B;96
Cochran Road;96
North Magnolia Street;96
Rock Ridge Road;96
Saint Louis Avenue;96
Topaz Street;96
Bottom Road;96
Shadow Ridge Drive;96
Rowland Avenue;96
Sycamore;96
Central Park Drive;96
Quaker Road;96
North Ohio Street;96
Sterling Place;95
Ferndale Drive;95
Kingfisher Lane;95
Woodhaven Lane;95
Canary Drive;95
Kirby Drive;95
W Avenue;95
Bird Lane;95
North E Street;95
Cow Creek Road;95
Garden Way;95
Blue Heron Court;95
Frances Avenue;95
Beaumont Drive;95
Toledo Street;95
Northshore Drive;95
Avery Lane;95
Wagner Avenue;95
Troon Court;95
Yale Road;95
Fuller Avenue;95
Windsong Court;95
Sussex Road;95
Windy Ridge Road;95
Brighton Place;95
Oak Knoll Road;95
Fernwood Street;95
Almond Avenue;95
Helen Court;95
McCormick Road;95
Bluegrass Lane;95
McDonald Drive;95
Cedar Point Road;95
Beacon Lane;95
Red Cedar Lane;95
Southwest 37th Street;95
Pinecrest Lane;95
Northeast 17th Street;95
Red Road;95
28th Avenue South;95
Brandywine Lane;95
Ironwood Street;95
Eden Road;95
Pinto Drive;95
Jonathan Court;95
Carver Avenue;95
Copperfield Drive;95
56th Avenue;95
Dixon Lane;95
North Missouri Avenue;95
Peterson Drive;95
Dirt Road;95
Kerry Lane;95
Birch Hill Road;95
Colby Street;95
Ridgewood Circle;95
Clearview Court;95
Oliver Avenue;95
Coach Road;95
Foxfire Drive;95
Mill Pond Drive;95
Avon Drive;95
Hamlin Street;95
Megan Court;95
East 59th Street;95
Eaton Court;95
North 81st Street;95
Ingram Street;95
Kenilworth Avenue;95
Pamela Lane;95
Saturn Drive;95
Monarch Lane;95
Scenic Court;95
Dogwood Place;95
Susan Avenue;95
Beasley Road;95
Curry Road;95
Cranberry Road;95
Wimbledon Drive;95
Garrett Drive;95
Roanoke Avenue;95
Price Avenue;95
16th Avenue North;95
South Charles Street;95
Stonewall Street;95
Mariposa Street;95
Ashley Circle;95
Truman Drive;95
Union Church Road;95
West Smith Street;95
Oleander Avenue;95
Roland Road;95
Red Oak Circle;95
Walden Street;95
Avenue Q;95
Oak Grove Avenue;94
Skylark Lane;94
Woodbridge Court;94
U Avenue;94
T Avenue;94
S Avenue;94
Thomas Circle;94
Patricia Avenue;94
Outlook Drive;94
Stillwater Court;94
Hospital Road;94
Ardmore Avenue;94
Quince Street;94
Tumbleweed Drive;94
Barclay Court;94
Stark Street;94
Frost Lane;94
Yucca Street;94
Coral Court;94
Hawthorn Street;94
Knob Hill Road;94
Northwest 25th Avenue;94
Kyle Road;94
Northwest 32nd Street;94
Glenhaven Drive;94
Bass Drive;94
Woodfield Court;94
Shetland Court;94
Summit Place;94
Northeast 11th Avenue;94
Leslie Court;94
Becky Lane;94
Woodbridge Road;94
Fox Hollow Lane;94
Maywood Avenue;94
Kyle Court;94
Elder Avenue;94
South 700 West;94
Ottawa Drive;94
Thornton Drive;94
Chestnut;94
Parkdale Drive;94
Iris Road;94
Club House Road;94
Plum Avenue;94
Deerwood Court;94
Shetland Drive;94
Crow Road;94
123rd Street;94
Walton Drive;94
Tamarack Avenue;94
Hilton Drive;94
Pamela Court;94
Peck Street;94
Long Hill Road;94
Trinity Place;94
Pinetree Lane;94
Shepard Street;94
Christina Drive;94
Sunnyside Street;94
Ledge Road;94
Prince Drive;94
Autumn Road;94
Anna Lane;94
Malone Road;94
Walnut Hill Road;94
Mineral Springs Road;94
South Forest Avenue;94
Red Maple Lane;94
Plantation Court;94
Park;94
East 67th Street;94
Sheffield Avenue;94
Beaumont Avenue;94
58th Avenue;94
125th Avenue;94
67th Avenue;94
53rd Avenue;94
158th Street;94
Hill Top Drive;94
8th Avenue West;94
North Virginia Avenue;94
Pawnee Trail;94
South Delaware Avenue;94
Shelly Lane;94
Paddock Court;94
Heron Road;94
Indigo Lane;94
Dominion Drive;94
Black Oak Lane;94
Creekwood Lane;94
Morrow Road;94
Baxter Avenue;94
Old Main Street;94
Addison Avenue;94
South Lee Street;94
Union Drive;94
Choctaw Road;94
Yacht Club Drive;94
Long Meadow Drive;94
Sloan Road;94
Read Street;94
South Prospect Street;94
Hunters Ridge Drive;94
Oak Grove Lane;94
450th Avenue;94
West 600 North;94
Blair Avenue;93
Cameo Drive;93
Ridge Way;93
Lloyd Road;93
South H Street;93
X Avenue;93
Eureka Avenue;93
Oakridge Avenue;93
Oakley Street;93
Poplar Place;93
Fawn Circle;93
Jasmine Avenue;93
Crestwood Avenue;93
Horizon Lane;93
Hampton Way;93
Proctor Road;93
Barberry Drive;93
Galloway Road;93
Bay Lane;93
Victoria Place;93
Eastwood Road;93
Beacon Road;93
Palomino Court;93
Hammond Drive;93
Sutton Court;93
Emory Street;93
Galway Drive;93
Tulane Drive;93
Kenwood Road;93
Columbia Court;93
Detroit Avenue;93
Hazel Road;93
Haley Road;93
1st Road;93
Elder Road;93
Pacific Drive;93
Shawnee Avenue;93
Spring Circle;93
Williamson Street;93
Deer Ridge Drive;93
Harding Drive;93
11th Street Southeast;93
Border Street;93
Northwest 47th Street;93
Sherwood Forest Drive;93
Silverado Drive;93
Loon Lane;93
Howard Court;93
Nichols Lane;93
1st;93
10th Street West;93
21st Avenue South;93
Connie Lane;93
Southwest 50th Street;93
54th Avenue;93
East Jackson Avenue;93
Saint Andrew's Drive;93
Forbes Road;93
Shamrock Court;93
Appaloosa Court;93
Harvey Drive;93
11th Avenue Southwest;93
Rowe Road;93
Southeast 17th Street;93
Flint Avenue;93
Sapphire Drive;93
Essex Place;93
Lagoon Road;93
Hawk Street;93
Janet Lane;93
Megan Drive;93
Clarke Street;93
Appleton Street;93
Middleton Drive;93
Irene Drive;93
North 74th Street;93
Lori Drive;93
Plains Road;93
Blackbird Lane;93
Katherine Drive;93
Robert Lane;93
Earl Avenue;93
High Avenue;93
Seneca Trail;93
Applewood Court;93
Bergen Street;93
River Court;93
76th Avenue;93
179th Street;93
Suffolk Drive;93
Sandlewood Drive;93
Monaco Drive;93
12th Avenue East;93
Milton Drive;93
Pineridge Drive;93
Kern Street;93
Angel Lane;93
Trinity Road;93
Hyde Park Drive;93
High Ridge Drive;93
Summerhill Drive;93
Erin Lane;93
Northwest 44th Street;93
Eisenhower Street;93
Cedar Ridge Lane;93
Violet Court;93
Matthew Lane;93
Argyle Avenue;93
Linden Circle;93
Reese Street;93
Daisy Avenue;93
Saint James Street;93
Pine Tree Court;93
Granada Street;93
Buchanan Drive;93
Andrews Drive;93
Bethany Road;93
Jessie Street;93
University Boulevard;93
Bloomfield Drive;93
Dock Road;92
Brandon Street;92
McDonald Lane;92
Empire Drive;92
Frontier Lane;92
Southwest 33rd Street;92
Southwest 10th Avenue;92
Fir Road;92
Southeast 5th Avenue;92
Arcadia Street;92
American Avenue;92
Brookside Circle;92
Wildwood Way;92
Eaton Drive;92
Sylvia Street;92
Chapman Lane;92
Sutton Street;92
Northwest 28th Street;92
Northwest 33rd Street;92
Northeast 23rd Avenue;92
Valencia Street;92
Morning Star Drive;92
Cranberry Court;92
Upton Road;92
Morningside Lane;92
Dublin Court;92
Anthony Avenue;92
Mustang Court;92
Jenkins Lane;92
Holly Hill Road;92
Somerset Avenue;92
Westfield Road;92
Snyder Lane;92
Hammond Avenue;92
Sampson Road;92
Terry Court;92
Kingsway Drive;92
Creekview Lane;92
Copperhead Road;92
Maine Street;92
Amber Way;92
Northeast 27th Street;92
East A Street;92
Northeast 24th Street;92
North Garfield Street;92
Northeast 26th Street;92
