make;model;year;version;body_type;cylinders;engine_size_l;power_hp;torque_lbf_ft;drive_type;transmission;engine_type
Toyota;Camry;2019;SE;Sedan;I4;2,5;203;184;front wheel drive;8-speed shiftable automatic;gas
Toyota;Camry;2019;XLE;Sedan;I4;2,5;203;184;front wheel drive;8-speed shiftable automatic;gas
Toyota;Camry;2019;XLE;Sedan;V6;3,5;301;267;front wheel drive;8-speed shiftable automatic;gas
Toyota;Camry;2019;XSE;Sedan;I4;2,5;206;186;front wheel drive;8-speed shiftable automatic;gas
Toyota;Camry;2019;XSE;Sedan;V6;3,5;301;267;front wheel drive;8-speed shiftable automatic;gas
Toyota;Camry Hybrid;2010;Base;Sedan;I4;2,4;187;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2014;LE;Sedan;I4;2,5;200;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2014;LE;Sedan;I4;2,5;200;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2014;XLE;Sedan;I4;2,5;200;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2014;XLE;Sedan;I4;2,5;200;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2014;SE Limited Edition;Sedan;I4;2,5;200;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2018;LE;Sedan;I4;2,5;208;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2018;SE;Sedan;I4;2,5;208;;front wheel drive;continuously variable-speed automatic;hybrid
Toyota;Camry Hybrid;2018;XLE;Sedan;I4;2,5;208;;front wheel drive;continuously variable-speed automatic;hybrid
