zip;city;state_id;state_name;population;county_name
25125;Lizemores;WV;West Virginia;898;Clay
25126;London;WV;West Virginia;25;Kanawha
25130;Madison;WV;West Virginia;3306;Boone
25132;Mammoth;WV;West Virginia;129;Kanawha
25133;Maysel;WV;West Virginia;982;Clay
25134;Miami;WV;West Virginia;303;Kanawha
25136;Montgomery;WV;West Virginia;1903;Fayette
25139;Mount Carbon;WV;West Virginia;381;Fayette
25140;Naoma;WV;West Virginia;1188;Raleigh
25141;Nebo;WV;West Virginia;164;Clay
25142;Nellis;WV;West Virginia;319;Boone
25143;Nitro;WV;West Virginia;8233;Kanawha
25148;Orgas;WV;West Virginia;555;Boone
25149;Ottawa;WV;West Virginia;266;Boone
25152;Page;WV;West Virginia;231;Fayette
25154;Peytona;WV;West Virginia;582;Boone
25156;Pinch;WV;West Virginia;171;Kanawha
25159;Poca;WV;West Virginia;5121;Putnam
25160;Pond Gap;WV;West Virginia;112;Kanawha
25161;Powellton;WV;West Virginia;475;Fayette
25162;Pratt;WV;West Virginia;423;Kanawha
25164;Procious;WV;West Virginia;1325;Clay
25165;Racine;WV;West Virginia;634;Boone
25168;Red House;WV;West Virginia;2635;Putnam
25169;Ridgeview;WV;West Virginia;382;Boone
25173;Robson;WV;West Virginia;349;Fayette
25174;Rock Creek;WV;West Virginia;562;Raleigh
25177;Saint Albans;WV;West Virginia;23228;Kanawha
25180;Saxon;WV;West Virginia;100;Raleigh
25181;Seth;WV;West Virginia;1192;Boone
25183;Sharples;WV;West Virginia;44;Logan
25185;Mount Olive;WV;West Virginia;870;Fayette
25186;Smithers;WV;West Virginia;1100;Fayette
25187;Southside;WV;West Virginia;627;Mason
25193;Sylvester;WV;West Virginia;676;Boone
25201;Tad;WV;West Virginia;32;Kanawha
25202;Tornado;WV;West Virginia;1184;Kanawha
25203;Turtle Creek;WV;West Virginia;61;Boone
25204;Twilight;WV;West Virginia;126;Boone
25205;Uneeda;WV;West Virginia;413;Boone
25206;Van;WV;West Virginia;377;Boone
25208;Wharton;WV;West Virginia;897;Boone
25209;Whitesville;WV;West Virginia;1367;Boone
25211;Widen;WV;West Virginia;210;Clay
25213;Winfield;WV;West Virginia;6213;Putnam
25214;Winifrede;WV;West Virginia;503;Kanawha
25234;Arnoldsburg;WV;West Virginia;1086;Calhoun
25235;Chloe;WV;West Virginia;1208;Calhoun
25239;Cottageville;WV;West Virginia;2226;Jackson
25241;Evans;WV;West Virginia;2149;Jackson
25243;Gandeeville;WV;West Virginia;543;Roane
25244;Gay;WV;West Virginia;590;Jackson
25245;Given;WV;West Virginia;541;Jackson
25247;Hartford;WV;West Virginia;614;Mason
25248;Kenna;WV;West Virginia;2956;Jackson
25251;Left Hand;WV;West Virginia;210;Roane
25252;Le Roy;WV;West Virginia;1186;Jackson
25253;Letart;WV;West Virginia;2230;Mason
25259;Looneyville;WV;West Virginia;684;Roane
25260;Mason;WV;West Virginia;1375;Mason
25261;Millstone;WV;West Virginia;195;Calhoun
25262;Millwood;WV;West Virginia;829;Jackson
25264;Mount Alto;WV;West Virginia;328;Jackson
25265;New Haven;WV;West Virginia;1541;Mason
25266;Newton;WV;West Virginia;603;Roane
25267;Normantown;WV;West Virginia;578;Gilmer
25268;Orma;WV;West Virginia;900;Calhoun
25270;Reedy;WV;West Virginia;921;Roane
25271;Ripley;WV;West Virginia;9630;Jackson
25275;Sandyville;WV;West Virginia;2204;Jackson
25276;Spencer;WV;West Virginia;7814;Roane
25285;Wallback;WV;West Virginia;564;Clay
25286;Walton;WV;West Virginia;1567;Roane
25287;West Columbia;WV;West Virginia;1309;Mason
25301;Charleston;WV;West Virginia;2562;Kanawha
25302;Charleston;WV;West Virginia;14209;Kanawha
25303;South Charleston;WV;West Virginia;7071;Kanawha
25304;Charleston;WV;West Virginia;8144;Kanawha
25305;Charleston;WV;West Virginia;0;Kanawha
25306;Charleston;WV;West Virginia;7250;Kanawha
25309;South Charleston;WV;West Virginia;13493;Kanawha
25311;Charleston;WV;West Virginia;10614;Kanawha
25312;Charleston;WV;West Virginia;14771;Kanawha
25313;Charleston;WV;West Virginia;11816;Kanawha
25314;Charleston;WV;West Virginia;13763;Kanawha
25315;Charleston;WV;West Virginia;3431;Kanawha
25320;Charleston;WV;West Virginia;6976;Kanawha
25401;Martinsburg;WV;West Virginia;14243;Berkeley
25403;Martinsburg;WV;West Virginia;12774;Berkeley
25404;Martinsburg;WV;West Virginia;22163;Berkeley
25405;Martinsburg;WV;West Virginia;13680;Berkeley
25411;Berkeley Springs;WV;West Virginia;13087;Morgan
25413;Bunker Hill;WV;West Virginia;8431;Berkeley
25414;Charles Town;WV;West Virginia;18034;Jefferson
25419;Falling Waters;WV;West Virginia;11305;Berkeley
25420;Gerrardstown;WV;West Virginia;4201;Berkeley
25422;Great Cacapon;WV;West Virginia;1631;Morgan
25425;Harpers Ferry;WV;West Virginia;13600;Jefferson
25427;Hedgesville;WV;West Virginia;13895;Berkeley
25428;Inwood;WV;West Virginia;13093;Berkeley
25430;Kearneysville;WV;West Virginia;8514;Jefferson
25431;Levels;WV;West Virginia;319;Hampshire
25432;Millville;WV;West Virginia;121;Jefferson
25434;Paw Paw;WV;West Virginia;2696;Hampshire
25437;Points;WV;West Virginia;320;Hampshire
25438;Ranson;WV;West Virginia;6721;Jefferson
25442;Shenandoah Junction;WV;West Virginia;1649;Jefferson
25443;Shepherdstown;WV;West Virginia;7913;Jefferson
25444;Slanesville;WV;West Virginia;182;Hampshire
25446;Summit Point;WV;West Virginia;1205;Jefferson
25501;Alkol;WV;West Virginia;1128;Lincoln
25502;Apple Grove;WV;West Virginia;1126;Mason
25503;Ashton;WV;West Virginia;1713;Mason
25504;Barboursville;WV;West Virginia;13287;Cabell
25505;Big Creek;WV;West Virginia;527;Logan
25506;Branchland;WV;West Virginia;4976;Lincoln
25507;Ceredo;WV;West Virginia;811;Wayne
25508;Chapmanville;WV;West Virginia;9025;Logan
25510;Culloden;WV;West Virginia;4888;Cabell
25511;Dunlow;WV;West Virginia;1043;Wayne
25512;East Lynn;WV;West Virginia;907;Wayne
25514;Fort Gay;WV;West Virginia;3470;Wayne
25515;Gallipolis Ferry;WV;West Virginia;2030;Mason
25517;Genoa;WV;West Virginia;1640;Wayne
25520;Glenwood;WV;West Virginia;1883;Mason
25521;Griffithsville;WV;West Virginia;811;Lincoln
25523;Hamlin;WV;West Virginia;3145;Lincoln
25524;Harts;WV;West Virginia;3440;Lincoln
25526;Hurricane;WV;West Virginia;22889;Putnam
25529;Julian;WV;West Virginia;854;Boone
25530;Kenova;WV;West Virginia;5663;Wayne
25534;Kiahsville;WV;West Virginia;280;Wayne
25535;Lavalette;WV;West Virginia;3064;Wayne
25537;Lesage;WV;West Virginia;1319;Cabell
25540;Midkiff;WV;West Virginia;129;Lincoln
25541;Milton;WV;West Virginia;9934;Cabell
25545;Ona;WV;West Virginia;4904;Cabell
25547;Pecks Mill;WV;West Virginia;866;Logan
25550;Point Pleasant;WV;West Virginia;8482;Mason
25555;Prichard;WV;West Virginia;1788;Wayne
25557;Ranger;WV;West Virginia;1797;Lincoln
25559;Salt Rock;WV;West Virginia;1924;Cabell
25560;Scott Depot;WV;West Virginia;7979;Putnam
25564;Sod;WV;West Virginia;1252;Lincoln
25565;Spurlockville;WV;West Virginia;511;Lincoln
25567;Sumerco;WV;West Virginia;693;Lincoln
25570;Wayne;WV;West Virginia;6023;Wayne
25571;West Hamlin;WV;West Virginia;2114;Lincoln
25573;Yawkey;WV;West Virginia;930;Lincoln
25601;Logan;WV;West Virginia;5238;Logan
25606;Accoville;WV;West Virginia;1466;Logan
25607;Amherstdale;WV;West Virginia;1153;Logan
25608;Baisden;WV;West Virginia;987;Mingo
25611;Bruno;WV;West Virginia;1205;Logan
25617;Davin;WV;West Virginia;814;Logan
25621;Gilbert;WV;West Virginia;1896;Mingo
25624;Henlawson;WV;West Virginia;188;Logan
25625;Holden;WV;West Virginia;1341;Logan
25628;Kistler;WV;West Virginia;217;Logan
25630;Lorado;WV;West Virginia;653;Logan
25632;Lyburn;WV;West Virginia;289;Logan
25634;Mallory;WV;West Virginia;357;Logan
25635;Man;WV;West Virginia;1464;Logan
25637;Mount Gay;WV;West Virginia;774;Logan
25638;Omar;WV;West Virginia;1025;Logan
25639;Peach Creek;WV;West Virginia;344;Logan
25644;Sarah Ann;WV;West Virginia;463;Logan
25646;Stollings;WV;West Virginia;948;Logan
25647;Switzer;WV;West Virginia;738;Logan
25649;Verdunville;WV;West Virginia;1397;Logan
25650;Verner;WV;West Virginia;302;Mingo
25651;Wharncliffe;WV;West Virginia;829;Mingo
25652;Whitman;WV;West Virginia;1337;Logan
25653;Wilkinson;WV;West Virginia;388;Logan
25654;Yolyn;WV;West Virginia;285;Logan
25661;Williamson;WV;West Virginia;6301;Mingo
25666;Breeden;WV;West Virginia;619;Mingo
25669;Crum;WV;West Virginia;1052;Wayne
25670;Delbarton;WV;West Virginia;5410;Mingo
25671;Dingess;WV;West Virginia;1376;Mingo
25672;Edgarton;WV;West Virginia;384;Mingo
25674;Kermit;WV;West Virginia;2686;Mingo
25676;Lenore;WV;West Virginia;1302;Mingo
25678;Matewan;WV;West Virginia;1409;Mingo
25688;North Matewan;WV;West Virginia;295;Mingo
25690;Ragland;WV;West Virginia;292;Mingo
25692;Red Jacket;WV;West Virginia;1048;Mingo
25696;Varney;WV;West Virginia;185;Mingo
25699;Wilsondale;WV;West Virginia;110;Wayne
25701;Huntington;WV;West Virginia;20875;Cabell
25702;Huntington;WV;West Virginia;7216;Cabell
25703;Huntington;WV;West Virginia;7375;Cabell
25704;Huntington;WV;West Virginia;16528;Wayne
25705;Huntington;WV;West Virginia;21825;Cabell
25801;Beckley;WV;West Virginia;32315;Raleigh
25810;Allen Junction;WV;West Virginia;208;Wyoming
25811;Amigo;WV;West Virginia;41;Wyoming
25812;Ansted;WV;West Virginia;1725;Fayette
25813;Beaver;WV;West Virginia;8038;Raleigh
25817;Bolt;WV;West Virginia;1040;Raleigh
25818;Bradley;WV;West Virginia;413;Raleigh
25820;Camp Creek;WV;West Virginia;464;Mercer
25823;Coal City;WV;West Virginia;2286;Raleigh
25825;Cool Ridge;WV;West Virginia;2312;Raleigh
25826;Corinne;WV;West Virginia;344;Wyoming
25827;Crab Orchard;WV;West Virginia;1983;Raleigh
25831;Danese;WV;West Virginia;1911;Fayette
25832;Daniels;WV;West Virginia;4026;Raleigh
25836;Eccles;WV;West Virginia;555;Raleigh
25837;Edmond;WV;West Virginia;340;Fayette
25839;Fairdale;WV;West Virginia;578;Raleigh
25840;Fayetteville;WV;West Virginia;7906;Fayette
25841;Flat Top;WV;West Virginia;442;Mercer
25843;Ghent;WV;West Virginia;974;Raleigh
25844;Glen Daniel;WV;West Virginia;1383;Raleigh
25845;Glen Fork;WV;West Virginia;594;Wyoming
25846;Glen Jean;WV;West Virginia;323;Fayette
25848;Glen Rogers;WV;West Virginia;290;Wyoming
25849;Glen White;WV;West Virginia;302;Raleigh
25853;Helen;WV;West Virginia;13;Raleigh
25854;Hico;WV;West Virginia;980;Fayette
25855;Hilltop;WV;West Virginia;168;Fayette
25857;Josephine;WV;West Virginia;43;Raleigh
25862;Lansing;WV;West Virginia;130;Fayette
25864;Layland;WV;West Virginia;314;Fayette
25865;Lester;WV;West Virginia;1406;Raleigh
25868;Lookout;WV;West Virginia;395;Fayette
25870;Maben;WV;West Virginia;47;Wyoming
25871;Mabscott;WV;West Virginia;713;Raleigh
25873;Mac Arthur;WV;West Virginia;446;Raleigh
25875;Mc Graws;WV;West Virginia;703;Wyoming
25876;Saulsville;WV;West Virginia;94;Wyoming
25878;Midway;WV;West Virginia;686;Raleigh
25879;Minden;WV;West Virginia;352;Fayette
25880;Mount Hope;WV;West Virginia;6614;Raleigh
25882;Mullens;WV;West Virginia;2073;Wyoming
25901;Oak Hill;WV;West Virginia;11259;Fayette
25902;Odd;WV;West Virginia;73;Raleigh
25904;Pax;WV;West Virginia;406;Fayette
25906;Piney View;WV;West Virginia;457;Raleigh
25907;Prince;WV;West Virginia;93;Fayette
25908;Princewick;WV;West Virginia;154;Raleigh
25911;Raleigh;WV;West Virginia;94;Raleigh
25913;Ravencliff;WV;West Virginia;248;Wyoming
25915;Rhodell;WV;West Virginia;221;Raleigh
25916;Sabine;WV;West Virginia;253;Wyoming
25917;Scarbro;WV;West Virginia;2104;Fayette
25918;Shady Spring;WV;West Virginia;4478;Raleigh
25920;Slab Fork;WV;West Virginia;261;Raleigh
25921;Sophia;WV;West Virginia;2263;Raleigh
25922;Spanishburg;WV;West Virginia;258;Mercer
25928;Stephenson;WV;West Virginia;414;Wyoming
25932;Surveyor;WV;West Virginia;363;Raleigh
25936;Thurmond;WV;West Virginia;48;Fayette
25938;Victor;WV;West Virginia;1333;Fayette
25942;Winona;WV;West Virginia;193;Fayette
25951;Hinton;WV;West Virginia;5798;Summers
25958;Charmco;WV;West Virginia;864;Greenbrier
25962;Rainelle;WV;West Virginia;3375;Greenbrier
25969;Jumping Branch;WV;West Virginia;1177;Summers
25971;Lerona;WV;West Virginia;963;Mercer
25972;Leslie;WV;West Virginia;329;Greenbrier
25976;Meadow Bridge;WV;West Virginia;2462;Fayette
25977;Meadow Creek;WV;West Virginia;277;Summers
25978;Nimitz;WV;West Virginia;583;Summers
25979;Pipestem;WV;West Virginia;820;Summers
25981;Quinwood;WV;West Virginia;443;Greenbrier
25984;Rupert;WV;West Virginia;1482;Greenbrier
25985;Sandstone;WV;West Virginia;489;Summers
25989;White Oak;WV;West Virginia;338;Raleigh
26003;Wheeling;WV;West Virginia;41053;Ohio
26030;Beech Bottom;WV;West Virginia;630;Brooke
26031;Benwood;WV;West Virginia;1662;Marshall
26032;Bethany;WV;West Virginia;1116;Brooke
26033;Cameron;WV;West Virginia;2387;Marshall
26034;Chester;WV;West Virginia;4401;Hancock
26035;Colliers;WV;West Virginia;2030;Brooke
26036;Dallas;WV;West Virginia;684;Marshall
26037;Follansbee;WV;West Virginia;6457;Brooke
26038;Glen Dale;WV;West Virginia;3050;Marshall
26039;Glen Easton;WV;West Virginia;901;Marshall
26040;Mcmechen;WV;West Virginia;1996;Marshall
26041;Moundsville;WV;West Virginia;15947;Marshall
26047;New Cumberland;WV;West Virginia;6277;Hancock
26050;Newell;WV;West Virginia;1673;Hancock
26055;Proctor;WV;West Virginia;1421;Marshall
26056;New Manchester;WV;West Virginia;106;Hancock
26059;Triadelphia;WV;West Virginia;2644;Ohio
26060;Valley Grove;WV;West Virginia;2012;Ohio
26062;Weirton;WV;West Virginia;20936;Hancock
26070;Wellsburg;WV;West Virginia;8324;Brooke
26074;West Liberty;WV;West Virginia;1242;Ohio
26075;Windsor Heights;WV;West Virginia;331;Brooke
26101;Parkersburg;WV;West Virginia;30158;Wood
26104;Parkersburg;WV;West Virginia;15983;Wood
26105;Vienna;WV;West Virginia;11601;Wood
26133;Belleville;WV;West Virginia;1562;Wood
26134;Belmont;WV;West Virginia;1038;Pleasants
26136;Big Bend;WV;West Virginia;635;Calhoun
26137;Big Springs;WV;West Virginia;581;Calhoun
26138;Brohard;WV;West Virginia;141;Wirt
26141;Creston;WV;West Virginia;400;Calhoun
26142;Davisville;WV;West Virginia;2387;Wood
26143;Elizabeth;WV;West Virginia;4808;Wirt
26146;Friendly;WV;West Virginia;927;Tyler
26147;Grantsville;WV;West Virginia;1965;Calhoun
26148;Macfarlan;WV;West Virginia;319;Ritchie
26149;Middlebourne;WV;West Virginia;2061;Tyler
26150;Mineral Wells;WV;West Virginia;6004;Wood
26151;Mount Zion;WV;West Virginia;781;Calhoun
26152;Munday;WV;West Virginia;109;Wirt
26155;New Martinsville;WV;West Virginia;7849;Wetzel
26159;Paden City;WV;West Virginia;3365;Wetzel
26160;Palestine;WV;West Virginia;669;Wirt
26161;Petroleum;WV;West Virginia;418;Ritchie
26164;Ravenswood;WV;West Virginia;7553;Jackson
26167;Reader;WV;West Virginia;1017;Wetzel
26169;Rockport;WV;West Virginia;624;Wood
26170;Saint Marys;WV;West Virginia;5951;Pleasants
26175;Sistersville;WV;West Virginia;3723;Tyler
26178;Smithville;WV;West Virginia;377;Ritchie
26180;Walker;WV;West Virginia;2205;Wood
26181;Washington;WV;West Virginia;6280;Wood
26184;Waverly;WV;West Virginia;2562;Wood
26187;Williamstown;WV;West Virginia;6409;Wood
26201;Buckhannon;WV;West Virginia;19904;Upshur
26202;Fenwick;WV;West Virginia;507;Nicholas
26203;Erbacon;WV;West Virginia;126;Webster
26205;Craigsville;WV;West Virginia;3606;Nicholas
26206;Cowen;WV;West Virginia;3116;Webster
26208;Camden On Gauley;WV;West Virginia;890;Webster
26209;Snowshoe;WV;West Virginia;244;Pocahontas
26215;Cleveland;WV;West Virginia;36;Webster
26217;Diana;WV;West Virginia;233;Webster
26218;French Creek;WV;West Virginia;3014;Upshur
26222;Hacker Valley;WV;West Virginia;489;Webster
26224;Helvetia;WV;West Virginia;264;Randolph
26228;Kanawha Head;WV;West Virginia;18;Upshur
26230;Pickens;WV;West Virginia;98;Randolph
26234;Rock Cave;WV;West Virginia;1281;Upshur
26236;Selbyville;WV;West Virginia;154;Upshur
26237;Tallmansville;WV;West Virginia;522;Upshur
26238;Volga;WV;West Virginia;901;Barbour
26241;Elkins;WV;West Virginia;13667;Randolph
26250;Belington;WV;West Virginia;5274;Barbour
26253;Beverly;WV;West Virginia;4401;Randolph
26254;Bowden;WV;West Virginia;226;Randolph
26257;Coalton;WV;West Virginia;1260;Randolph
26259;Dailey;WV;West Virginia;53;Randolph
26260;Davis;WV;West Virginia;1537;Tucker
26261;Richwood;WV;West Virginia;2496;Nicholas
26263;Dryfork;WV;West Virginia;325;Randolph
26264;Durbin;WV;West Virginia;567;Pocahontas
26266;Upperglade;WV;West Virginia;165;Webster
26267;Ellamore;WV;West Virginia;298;Barbour
26268;Glady;WV;West Virginia;43;Randolph
26269;Hambleton;WV;West Virginia;945;Tucker
26270;Harman;WV;West Virginia;507;Randolph
26271;Hendricks;WV;West Virginia;386;Tucker
26273;Huttonsville;WV;West Virginia;1791;Randolph
26275;Junior;WV;West Virginia;515;Barbour
26276;Kerens;WV;West Virginia;227;Randolph
26278;Mabie;WV;West Virginia;702;Randolph
26280;Mill Creek;WV;West Virginia;1805;Randolph
26282;Monterville;WV;West Virginia;14;Randolph
26283;Montrose;WV;West Virginia;1580;Randolph
26285;Norton;WV;West Virginia;471;Randolph
26287;Parsons;WV;West Virginia;3091;Tucker
26288;Webster Springs;WV;West Virginia;3411;Webster
26291;Slatyfork;WV;West Virginia;158;Pocahontas
26292;Thomas;WV;West Virginia;671;Tucker
26293;Valley Bend;WV;West Virginia;550;Randolph
26294;Valley Head;WV;West Virginia;947;Randolph
26296;Whitmer;WV;West Virginia;75;Randolph
26298;Bergoo;WV;West Virginia;94;Webster
26301;Clarksburg;WV;West Virginia;29028;Harrison
26320;Alma;WV;West Virginia;620;Tyler
26321;Alum Bridge;WV;West Virginia;302;Lewis
26323;Anmoore;WV;West Virginia;458;Harrison
26325;Auburn;WV;West Virginia;263;Ritchie
26327;Berea;WV;West Virginia;76;Ritchie
26330;Bridgeport;WV;West Virginia;15075;Harrison
26335;Burnsville;WV;West Virginia;1665;Braxton
26337;Cairo;WV;West Virginia;1336;Ritchie
26338;Camden;WV;West Virginia;809;Lewis
26339;Center Point;WV;West Virginia;212;Doddridge
26342;Coxs Mills;WV;West Virginia;184;Gilmer
26343;Crawford;WV;West Virginia;293;Lewis
26346;Ellenboro;WV;West Virginia;961;Ritchie
26347;Flemington;WV;West Virginia;2423;Taylor
26348;Folsom;WV;West Virginia;63;Wetzel
26349;Galloway;WV;West Virginia;81;Barbour
26351;Glenville;WV;West Virginia;4846;Gilmer
26354;Grafton;WV;West Virginia;10449;Taylor
26361;Gypsy;WV;West Virginia;250;Harrison
26362;Harrisville;WV;West Virginia;3366;Ritchie
26366;Haywood;WV;West Virginia;33;Harrison
26369;Hepzibah;WV;West Virginia;672;Harrison
26372;Horner;WV;West Virginia;589;Lewis
26374;Independence;WV;West Virginia;1235;Preston
26376;Ireland;WV;West Virginia;543;Lewis
26377;Jacksonburg;WV;West Virginia;449;Wetzel
26378;Jane Lew;WV;West Virginia;4438;Lewis
26384;Linn;WV;West Virginia;615;Gilmer
26385;Lost Creek;WV;West Virginia;3957;Harrison
26386;Lumberport;WV;West Virginia;2289;Harrison
26404;Meadowbrook;WV;West Virginia;525;Harrison
26405;Moatsville;WV;West Virginia;1330;Barbour
26408;Mount Clare;WV;West Virginia;2858;Harrison
26410;Newburg;WV;West Virginia;1057;Preston
26411;New Milton;WV;West Virginia;931;Doddridge
26412;Orlando;WV;West Virginia;648;Lewis
26415;Pennsboro;WV;West Virginia;3707;Ritchie
26416;Philippi;WV;West Virginia;8177;Barbour
26419;Pine Grove;WV;West Virginia;1179;Wetzel
26421;Pullman;WV;West Virginia;120;Ritchie
26422;Reynoldsville;WV;West Virginia;464;Harrison
26424;Rosemont;WV;West Virginia;179;Taylor
26425;Rowlesburg;WV;West Virginia;1134;Preston
26426;Salem;WV;West Virginia;7751;Harrison
26430;Sand Fork;WV;West Virginia;470;Gilmer
26431;Shinnston;WV;West Virginia;5563;Harrison
26435;Simpson;WV;West Virginia;117;Taylor
26436;Smithburg;WV;West Virginia;212;Doddridge
26437;Smithfield;WV;West Virginia;490;Wetzel
26438;Spelter;WV;West Virginia;166;Harrison
26440;Thornton;WV;West Virginia;1248;Barbour
26443;Troy;WV;West Virginia;392;Gilmer
26444;Tunnelton;WV;West Virginia;3601;Preston
26447;Walkersville;WV;West Virginia;1424;Lewis
26448;Wallace;WV;West Virginia;1618;Harrison
26451;West Milford;WV;West Virginia;733;Harrison
26452;Weston;WV;West Virginia;9045;Lewis
26456;West Union;WV;West Virginia;3506;Doddridge
26501;Morgantown;WV;West Virginia;22162;Monongalia
26505;Morgantown;WV;West Virginia;39600;Monongalia
26508;Morgantown;WV;West Virginia;33523;Monongalia
26519;Albright;WV;West Virginia;2120;Preston
26520;Arthurdale;WV;West Virginia;1204;Preston
26521;Blacksville;WV;West Virginia;226;Monongalia
26525;Bruceton Mills;WV;West Virginia;7531;Preston
26534;Granville;WV;West Virginia;2514;Monongalia
26537;Kingwood;WV;West Virginia;5021;Preston
26541;Maidsville;WV;West Virginia;2713;Monongalia
26542;Masontown;WV;West Virginia;2526;Preston
26543;Osage;WV;West Virginia;291;Monongalia
26547;Reedsville;WV;West Virginia;2632;Preston
26554;Fairmont;WV;West Virginia;42011;Marion
26559;Barrackville;WV;West Virginia;1255;Marion
26560;Baxter;WV;West Virginia;243;Marion
26562;Burton;WV;West Virginia;510;Wetzel
26563;Carolina;WV;West Virginia;550;Marion
26568;Enterprise;WV;West Virginia;636;Harrison
26570;Fairview;WV;West Virginia;3829;Monongalia
26571;Farmington;WV;West Virginia;2379;Marion
26572;Four States;WV;West Virginia;204;Marion
26574;Grant Town;WV;West Virginia;694;Marion
26575;Hundred;WV;West Virginia;704;Wetzel
26576;Idamay;WV;West Virginia;544;Marion
26581;Littleton;WV;West Virginia;913;Wetzel
26582;Mannington;WV;West Virginia;4560;Marion
26585;Metz;WV;West Virginia;444;Marion
26586;Montana Mines;WV;West Virginia;218;Marion
26587;Rachel;WV;West Virginia;352;Marion
26588;Rivesville;WV;West Virginia;2576;Marion
26590;Wana;WV;West Virginia;538;Monongalia
26591;Worthington;WV;West Virginia;1264;Marion
26601;Sutton;WV;West Virginia;4970;Braxton
26610;Birch River;WV;West Virginia;1226;Nicholas
26611;Cedarville;WV;West Virginia;144;Gilmer
26615;Copen;WV;West Virginia;137;Braxton
26617;Dille;WV;West Virginia;161;Clay
26619;Exchange;WV;West Virginia;399;Braxton
26621;Flatwoods;WV;West Virginia;771;Braxton
26623;Frametown;WV;West Virginia;1319;Braxton
26624;Gassaway;WV;West Virginia;2568;Braxton
26627;Heaters;WV;West Virginia;417;Braxton
26629;Little Birch;WV;West Virginia;380;Braxton
26631;Napier;WV;West Virginia;332;Braxton
26636;Rosedale;WV;West Virginia;620;Calhoun
26638;Shock;WV;West Virginia;89;Gilmer
26651;Summersville;WV;West Virginia;9205;Nicholas
26656;Belva;WV;West Virginia;323;Nicholas
26660;Calvin;WV;West Virginia;362;Nicholas
26662;Canvas;WV;West Virginia;1228;Nicholas
26676;Leivasy;WV;West Virginia;417;Nicholas
26678;Mount Lookout;WV;West Virginia;1089;Nicholas
26679;Mount Nebo;WV;West Virginia;1870;Nicholas
26680;Nallen;WV;West Virginia;323;Fayette
26681;Nettie;WV;West Virginia;1474;Nicholas
26684;Pool;WV;West Virginia;182;Nicholas
26690;Swiss;WV;West Virginia;527;Fayette
26691;Tioga;WV;West Virginia;485;Nicholas
26704;Augusta;WV;West Virginia;5424;Hampshire
26705;Aurora;WV;West Virginia;699;Preston
26707;Bayard;WV;West Virginia;254;Grant
26710;Burlington;WV;West Virginia;2129;Mineral
26711;Capon Bridge;WV;West Virginia;2696;Hampshire
26714;Delray;WV;West Virginia;401;Hampshire
26716;Eglon;WV;West Virginia;762;Preston
26717;Elk Garden;WV;West Virginia;1017;Mineral
26719;Fort Ashby;WV;West Virginia;2912;Mineral
26720;Gormania;WV;West Virginia;233;Grant
26722;Green Spring;WV;West Virginia;757;Hampshire
26726;Keyser;WV;West Virginia;13174;Mineral
26731;Lahmansville;WV;West Virginia;386;Grant
26739;Mount Storm;WV;West Virginia;918;Grant
26743;New Creek;WV;West Virginia;1200;Mineral
26750;Piedmont;WV;West Virginia;719;Mineral
26753;Ridgeley;WV;West Virginia;5849;Mineral
26755;Rio;WV;West Virginia;711;Hampshire
26757;Romney;WV;West Virginia;6569;Hampshire
26761;Shanks;WV;West Virginia;583;Hampshire
26763;Springfield;WV;West Virginia;1676;Hampshire
26764;Terra Alta;WV;West Virginia;4052;Preston
26767;Wiley Ford;WV;West Virginia;646;Mineral
26801;Baker;WV;West Virginia;1017;Hardy
26802;Brandywine;WV;West Virginia;1041;Pendleton
26804;Circleville;WV;West Virginia;839;Pendleton
26807;Franklin;WV;West Virginia;2593;Pendleton
26808;High View;WV;West Virginia;785;Hampshire
26810;Lost City;WV;West Virginia;650;Hardy
26812;Mathias;WV;West Virginia;1424;Hardy
26814;Riverton;WV;West Virginia;429;Pendleton
26815;Sugar Grove;WV;West Virginia;754;Pendleton
26817;Bloomery;WV;West Virginia;278;Hampshire
26818;Fisher;WV;West Virginia;1061;Hardy
26823;Capon Springs;WV;West Virginia;218;Hampshire
26833;Maysville;WV;West Virginia;2141;Grant
26836;Moorefield;WV;West Virginia;6986;Hardy
26845;Old Fields;WV;West Virginia;725;Hardy
26847;Petersburg;WV;West Virginia;6496;Grant
26851;Wardensville;WV;West Virginia;1765;Hardy
26852;Purgitsville;WV;West Virginia;809;Hampshire
26855;Cabins;WV;West Virginia;627;Grant
26865;Yellow Spring;WV;West Virginia;257;Hampshire
26866;Upper Tract;WV;West Virginia;673;Pendleton
26884;Seneca Rocks;WV;West Virginia;666;Pendleton
27006;Advance;NC;North Carolina;14555;Davie
27007;Ararat;NC;North Carolina;2230;Surry
27009;Belews Creek;NC;North Carolina;2596;Forsyth
27011;Boonville;NC;North Carolina;5380;Yadkin
27012;Clemmons;NC;North Carolina;27478;Forsyth
27013;Cleveland;NC;North Carolina;6135;Rowan
27014;Cooleemee;NC;North Carolina;854;Davie
27016;Danbury;NC;North Carolina;1395;Stokes
27017;Dobson;NC;North Carolina;9236;Surry
27018;East Bend;NC;North Carolina;7714;Yadkin
27019;Germanton;NC;North Carolina;4139;Stokes
27020;Hamptonville;NC;North Carolina;5717;Yadkin
27021;King;NC;North Carolina;17539;Stokes
27022;Lawsonville;NC;North Carolina;1099;Stokes
27023;Lewisville;NC;North Carolina;13088;Forsyth
